gender,age,investment_avenues,mutual_funds,equity_market,debentures,government_bonds,fixed_deposits,ppf,gold,stock_marktet,factor,objective,purpose,duration,invest_monitor,expect,avenue,savings_objective,reason_equity,reason_mutual,reason_bonds,reason_fd,source,duration_years,age_group,total_investment_score
Female,30,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,"Wealth Creation","more than 5 years",Weekly,10%-20%,"Mutual Fund","Health Care","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free",Television,6,"Young (18–30)",28
Male,27,Yes,3,4,6,5,1,2,7,Yes,Risk,"Capital Appreciation","Wealth Creation","less than 1 year",Monthly,10%-20%,"Mutual Fund","Health Care","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free","Newspapers and Magazines",0.5,"Young (18–30)",28
Male,23,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,"Savings for Future","3-5 years",Daily,20%-30%,"Fixed Deposits","Health Care",Liquidity,"Better Returns","Assured Returns","Risk Free","Financial Consultants",4,"Young (18–30)",28
Female,26,No,2,1,3,6,4,5,7,No,Returns,Income,"Wealth Creation","less than 1 year",Daily,30%-40%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Safe Investment","Risk Free",Internet,0.5,"Young (18–30)",28
Male,27,Yes,2,3,6,4,1,5,7,Yes,Returns,"Capital Appreciation",Returns,"less than 1 year",Daily,30%-40%,"Public Provident Fund",Education,Dividend,"Better Returns","Safe Investment","Risk Free","Newspapers and Magazines",0.5,"Young (18–30)",28
Female,25,No,7,5,4,6,3,1,2,No,Risk,"Capital Appreciation","Wealth Creation","more than 5 years",Monthly,10%-20%,"Public Provident Fund","Retirement Plan",Liquidity,"Fund Diversification","Safe Investment","Risk Free",Internet,6,"Young (18–30)",28
Female,25,Yes,4,3,2,1,5,6,7,No,"Locking Period","Capital Appreciation","Wealth Creation","less than 1 year",Weekly,20%-30%,"Public Provident Fund","Health Care",Dividend,"Better Returns","Safe Investment","High Interest Rates","Financial Consultants",0.5,"Young (18–30)",28
Female,23,No,1,2,3,4,5,6,7,No,Returns,"Capital Appreciation","Savings for Future","less than 1 year",Weekly,20%-30%,"Mutual Fund",Education,Dividend,"Better Returns","Safe Investment","Risk Free",Internet,0.5,"Young (18–30)",28
Female,32,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,"Savings for Future","1-3 years",Weekly,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Financial Consultants",2,"Mid (31–45)",28
Male,28,Yes,3,4,6,5,2,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","3-5 years",Daily,10%-20%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Financial Consultants",4,"Young (18–30)",28
Male,30,Yes,2,3,7,5,4,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Weekly,10%-20%,"Public Provident Fund","Health Care","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free","Newspapers and Magazines",2,"Young (18–30)",28
Male,24,Yes,4,5,1,2,7,3,6,No,Returns,Growth,"Wealth Creation","more than 5 years",Monthly,10%-20%,"Mutual Fund",Education,"Capital Appreciation","Tax Benefits","Safe Investment","Fixed Returns",Television,6,"Young (18–30)",28
Female,32,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,"Savings for Future","less than 1 year",Weekly,20%-30%,Equity,"Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Financial Consultants",0.5,"Mid (31–45)",28
Male,29,Yes,2,3,7,5,4,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Monthly,20%-30%,"Public Provident Fund","Health Care","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free","Newspapers and Magazines",2,"Young (18–30)",28
Male,21,Yes,2,3,7,4,6,1,5,Yes,Risk,"Capital Appreciation","Wealth Creation","more than 5 years",Weekly,30%-40%,Equity,"Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",6,"Young (18–30)",28
Male,25,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,"Wealth Creation","more than 5 years",Daily,10%-20%,"Mutual Fund","Retirement Plan",Dividend,"Fund Diversification","Tax Incentives","High Interest Rates",Internet,6,"Young (18–30)",28
Male,30,Yes,4,3,5,7,2,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Daily,30%-40%,"Public Provident Fund","Retirement Plan",Dividend,"Better Returns","Safe Investment","Fixed Returns","Financial Consultants",0.5,"Young (18–30)",28
Male,24,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,"Wealth Creation","less than 1 year",Weekly,20%-30%,Equity,"Retirement Plan",Dividend,"Fund Diversification","Tax Incentives","High Interest Rates",Internet,0.5,"Young (18–30)",28
Female,27,Yes,2,3,7,5,4,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Monthly,10%-20%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",0.5,"Young (18–30)",28
Male,29,Yes,3,6,4,2,5,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","more than 5 years",Daily,10%-20%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Tax Benefits","Assured Returns","Fixed Returns",Television,6,"Young (18–30)",28
Female,30,Yes,2,4,7,6,3,1,5,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Daily,20%-30%,Equity,"Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",0.5,"Young (18–30)",28
Male,30,Yes,3,6,4,2,5,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Daily,30%-40%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Tax Benefits","Assured Returns","Fixed Returns",Television,2,"Young (18–30)",28
Male,26,Yes,3,4,6,5,1,2,7,Yes,Returns,"Capital Appreciation","Wealth Creation","more than 5 years",Daily,20%-30%,"Fixed Deposits","Retirement Plan",Dividend,"Fund Diversification","Assured Returns","Fixed Returns","Financial Consultants",6,"Young (18–30)",28
Male,32,Yes,2,3,6,5,1,4,7,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Weekly,30%-40%,"Mutual Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free",Television,2,"Mid (31–45)",28
Female,30,Yes,2,4,7,6,3,1,5,Yes,Returns,"Capital Appreciation","Wealth Creation","more than 5 years",Daily,10%-20%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",6,"Young (18–30)",28
Male,27,Yes,3,2,7,4,5,1,6,Yes,Risk,"Capital Appreciation","Wealth Creation","more than 5 years",Monthly,20%-30%,"Mutual Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",6,"Young (18–30)",28
Male,27,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,"Wealth Creation","3-5 years",Daily,20%-30%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",4,"Young (18–30)",28
Female,27,No,2,1,3,6,4,5,7,No,Returns,Income,"Wealth Creation","less than 1 year",Daily,30%-40%,Equity,"Retirement Plan","Capital Appreciation","Better Returns","Safe Investment","Risk Free",Internet,0.5,"Young (18–30)",28
Male,27,Yes,3,2,7,4,5,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Monthly,10%-20%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Financial Consultants",0.5,"Young (18–30)",28
Male,32,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,"Savings for Future","more than 5 years",Weekly,30%-40%,"Fixed Deposits","Health Care","Capital Appreciation","Fund Diversification","Safe Investment","Fixed Returns",Television,6,"Mid (31–45)",28
Female,27,Yes,2,4,5,6,3,1,7,Yes,Risk,"Capital Appreciation","Wealth Creation","less than 1 year",Daily,30%-40%,"Mutual Fund","Health Care","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",0.5,"Young (18–30)",28
Male,31,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,"Wealth Creation","more than 5 years",Monthly,10%-20%,Equity,"Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",6,"Mid (31–45)",28
Female,26,No,7,5,4,6,3,1,2,No,Risk,"Capital Appreciation","Wealth Creation","3-5 years",Monthly,20%-30%,"Fixed Deposits","Retirement Plan",Liquidity,"Fund Diversification","Safe Investment","Risk Free",Internet,4,"Young (18–30)",28
Female,33,Yes,1,2,5,3,7,6,4,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Weekly,20%-30%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Safe Investment","Fixed Returns","Newspapers and Magazines",2,"Mid (31–45)",28
Female,21,No,2,1,3,6,4,5,7,No,Returns,Income,"Wealth Creation","1-3 years",Monthly,10%-20%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Safe Investment","Risk Free",Internet,2,"Young (18–30)",28
Male,28,Yes,2,5,7,6,3,1,4,Yes,Risk,"Capital Appreciation","Wealth Creation","1-3 years",Monthly,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Fund Diversification","Assured Returns","Fixed Returns","Financial Consultants",2,"Young (18–30)",28
Female,30,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,"Wealth Creation","3-5 years",Daily,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",4,"Young (18–30)",28
Male,24,Yes,2,3,6,4,1,5,7,Yes,Returns,"Capital Appreciation",Returns,"3-5 years",Monthly,20%-30%,"Fixed Deposits",Education,Dividend,"Better Returns","Safe Investment","Risk Free","Newspapers and Magazines",4,"Young (18–30)",28
Female,26,Yes,2,3,7,4,5,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","more than 5 years",Monthly,30%-40%,"Mutual Fund","Retirement Plan","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free","Newspapers and Magazines",6,"Young (18–30)",28
Female,35,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,"Wealth Creation","3-5 years",Daily,10%-20%,"Mutual Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",4,"Mid (31–45)",28
Male,27,Yes,3,4,6,5,1,2,7,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Monthly,10%-20%,Equity,"Retirement Plan",Dividend,"Fund Diversification","Assured Returns","Fixed Returns","Financial Consultants",2,"Young (18–30)",28
Male,32,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,"Savings for Future","less than 1 year",Monthly,20%-30%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Fund Diversification","Safe Investment","Fixed Returns",Television,0.5,"Mid (31–45)",28
Female,29,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,"Wealth Creation","more than 5 years",Daily,10%-20%,"Mutual Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",6,"Young (18–30)",28
Female,23,Yes,2,4,5,6,3,1,7,Yes,Risk,"Capital Appreciation","Wealth Creation","1-3 years",Monthly,30%-40%,Equity,"Health Care","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",2,"Young (18–30)",28
Female,37,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,"more than 5 years",Weekly,10%-20%,Equity,"Retirement Plan","Capital Appreciation","Tax Benefits","Safe Investment","Fixed Returns","Newspapers and Magazines",6,"Mid (31–45)",28
Female,27,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,"Wealth Creation","3-5 years",Weekly,20%-30%,"Public Provident Fund","Health Care","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free",Television,4,"Young (18–30)",28
Female,31,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,"Wealth Creation","1-3 years",Weekly,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",2,"Mid (31–45)",28
Male,30,Yes,1,4,6,5,3,2,7,Yes,Risk,Growth,"Wealth Creation","1-3 years",Monthly,20%-30%,"Fixed Deposits","Health Care","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",2,"Young (18–30)",28
Female,36,Yes,1,2,5,3,7,6,4,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Weekly,10%-20%,"Mutual Fund","Retirement Plan","Capital Appreciation","Better Returns","Safe Investment","Fixed Returns","Newspapers and Magazines",2,"Mid (31–45)",28
Male,22,Yes,2,3,7,4,6,1,5,Yes,Risk,"Capital Appreciation","Wealth Creation","3-5 years",Daily,10%-20%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",4,"Young (18–30)",28
Male,27,Yes,2,3,6,5,4,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Monthly,10%-20%,"Public Provident Fund","Health Care","Capital Appreciation","Better Returns","Safe Investment","Fixed Returns","Financial Consultants",2,"Young (18–30)",28
Female,22,Yes,2,3,7,5,4,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Daily,10%-20%,"Public Provident Fund","Health Care",Dividend,"Better Returns","Assured Returns","Risk Free","Financial Consultants",0.5,"Young (18–30)",28
Female,26,Yes,2,4,5,6,3,1,7,Yes,Risk,"Capital Appreciation","Wealth Creation","more than 5 years",Weekly,10%-20%,"Mutual Fund","Health Care","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",6,"Young (18–30)",28
Female,28,Yes,2,3,7,4,5,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Daily,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free","Newspapers and Magazines",0.5,"Young (18–30)",28
Female,35,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,"Wealth Creation","less than 1 year",Weekly,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",0.5,"Mid (31–45)",28
Male,32,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,"Savings for Future","more than 5 years",Weekly,10%-20%,"Fixed Deposits","Health Care","Capital Appreciation","Fund Diversification","Safe Investment","Fixed Returns",Television,6,"Mid (31–45)",28
Male,26,Yes,3,4,6,5,2,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Weekly,10%-20%,Equity,"Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Financial Consultants",0.5,"Young (18–30)",28
Female,25,Yes,2,3,7,4,5,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Daily,10%-20%,Equity,"Retirement Plan","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free","Newspapers and Magazines",2,"Young (18–30)",28
Male,26,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,"Savings for Future","1-3 years",Daily,30%-40%,Equity,"Health Care",Liquidity,"Better Returns","Assured Returns","Risk Free","Financial Consultants",2,"Young (18–30)",28
Female,20,Yes,4,3,2,1,5,6,7,No,"Locking Period","Capital Appreciation","Wealth Creation","less than 1 year",Weekly,30%-40%,"Fixed Deposits","Health Care",Dividend,"Better Returns","Safe Investment","High Interest Rates","Financial Consultants",0.5,"Young (18–30)",28
Female,30,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,"Wealth Creation","1-3 years",Monthly,30%-40%,Equity,"Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Fixed Returns","Financial Consultants",2,"Young (18–30)",28
Female,29,Yes,2,3,7,4,5,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Daily,10%-20%,"Mutual Fund","Retirement Plan","Capital Appreciation","Fund Diversification","Assured Returns","Risk Free","Newspapers and Magazines",0.5,"Young (18–30)",28
Female,28,Yes,3,6,4,2,5,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","more than 5 years",Weekly,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","High Interest Rates","Financial Consultants",6,"Young (18–30)",28
Male,31,Yes,3,6,4,2,5,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Weekly,20%-30%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Tax Benefits","Assured Returns","Fixed Returns",Television,0.5,"Mid (31–45)",28
Male,29,Yes,3,4,6,5,2,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","3-5 years",Weekly,30%-40%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Financial Consultants",4,"Young (18–30)",28
Male,24,Yes,3,2,7,4,5,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","1-3 years",Monthly,20%-30%,"Public Provident Fund","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Financial Consultants",2,"Young (18–30)",28
Male,26,Yes,5,4,7,6,1,2,3,Yes,Risk,Growth,"Savings for Future","less than 1 year",Daily,30%-40%,"Mutual Fund","Health Care","Capital Appreciation","Better Returns","Safe Investment","Fixed Returns","Financial Consultants",0.5,"Young (18–30)",28
Male,30,Yes,2,3,6,5,4,1,7,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Weekly,30%-40%,"Mutual Fund","Health Care","Capital Appreciation","Better Returns","Safe Investment","Fixed Returns","Financial Consultants",0.5,"Young (18–30)",28
Female,25,Yes,2,3,7,5,4,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Daily,30%-40%,"Fixed Deposits","Health Care",Dividend,"Better Returns","Assured Returns","Risk Free","Financial Consultants",0.5,"Young (18–30)",28
Female,24,Yes,2,3,7,5,4,1,6,Yes,Returns,"Capital Appreciation","Wealth Creation","more than 5 years",Monthly,20%-30%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",6,"Young (18–30)",28
Male,31,Yes,2,4,7,5,1,3,6,Yes,Returns,"Capital Appreciation","Wealth Creation","more than 5 years",Daily,20%-30%,"Fixed Deposits","Retirement Plan","Capital Appreciation","Better Returns","Assured Returns","Risk Free","Newspapers and Magazines",6,"Mid (31–45)",28
Male,32,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,"Savings for Future","1-3 years",Monthly,20%-30%,Equity,"Health Care","Capital Appreciation","Fund Diversification","Safe Investment","Fixed Returns",Television,2,"Mid (31–45)",28
Male,31,Yes,1,3,7,4,5,2,6,Yes,Returns,"Capital Appreciation","Wealth Creation","less than 1 year",Weekly,30%-40%,"Mutual Fund","Retirement Plan","Capital Appreciation","Fund Diversification","Assured Returns","Fixed Returns","Newspapers and Magazines",0.5,"Mid (31–45)",28
